title,tipo,ano,doi_id,file_bruto_name
Mestrado Nacional Profissional em Ensino de Física: uma história de sucesso; um futuro promissor,cartas ao editor,2022,10.1590/1806-9126-RBEF-2021-0392,0000.html
A equivalência entre o Princípio de Maximização de Entropia e o Princípio de Minimização de Energia,cartas ao editor,2022,10.1590/1806-9126-RBEF-2021-0407,0001.html
O impacto do MNPEF no desenvolvimento científico do Tocantins,cartas ao editor,2022,10.1590/1806-9126-RBEF-2022-0128,0002.html
Quebra espontânea de simetria e mecanismo de Higgs: uma abordagem a partir dos osciladores harmônico simples e anarmônico.,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0264,0003.html
Sombras de buracos negros: desvendando a física por detrás da imagem de M87,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0232,0004.html
A função relativística de distribuição de velocidades de Maxwell-Jüttner,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0271,0005.html
Revisitando o Experimento de Eratóstenes: medida do raio de Terra,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0354,0006.html
Matriz de referência como instrumento de apoio ao professor na condução do ensino de mecânica quântica para a licenciatura em física,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0041,0007.html
Algoritmos quânticos com IBMQ Experience: Algoritmo de Deutsch-Jozsa,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0333,0008.html
Modelos de polímeros utilizando o Hamiltoniano de tight-binding,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0341,0009.html
Assimetria matéria-antimatéria – a violação de CP em interações fortes e fracas,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0303,0010.html
Resolvendo numericamente equações diferenciais fracionárias,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0426,0011.html
Distribuições de probabilidade,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0424,0012.html
Fourier revisitado: um modelo simplificado para o efeito estufa,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0103,0013.html
"Sobre vagalumes, pedestres e neurônios: a sincronização de osciladores de fase",artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0368,0014.html
"Determinação de características mecânicas de folhas de papel utilizando a técnica de tomografia por coerência óptica, e suas aplicações na área forense",artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0394,0015.html
Modelo analítico para instrumentos musicais de cordas dedilhadas,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0399,0016.html
Algoritmos Quânticos usando o Qiskit: Uma abordagem para o ensino de informação e computação quântica,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0290,0017.html
Espalhamento elétron-pósitron,artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0338,0018.html
Yang-Mills-Shaw e as equações de Maxwell não-Abelianas,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0045,0019.html
A degenerescência do gás de elétrons e sua importância em Astrofísica,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0002,0020.html
David Bohm e a Mecânica Quântica: o Todo e o Indiviso,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0102,0021.html
Ondas gravitacionais de buracos negros coalescentes: um estudo quantitativo a partir de física básica,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0004,0022.html
Pequena introdução a QFT,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0029,0023.html
"Fotografias de Io, seu diâmetro e sua distância de Júpiter",artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0023,0024.html
"Teoria da medida, decoerência e a interpretação de Montevidéu da mecânica quântica",artigos gerais,2022,10.1590/1806-9126-RBEF-2021-0384,0025.html
O elemento tubo na fundamentação do conceito de campo,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0081,0026.html
Investigações sobre as possibilidades de reconhecer apropriações indevidas da Mecânica Quântica: o papel da divulgação científica,artigos gerais,2022,10.1590/1806-9126-RBEF-0054,0027.html
Modelo de associação de molas em sistemas atômicos bidimensionais,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0040,0028.html
Análogos eletrônicos de dispositivos ópticos em grafeno: da junção p-n à lente de Veselago,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0132,0029.html
Mecânica Clássica Conformável: uma revisão pedagógica,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0064,0030.html
Estudo introdutório sobre resistência do ar: uma abordagem integrada entre modelagem e experimentação para graduandos,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0112,0031.html
Estimando a aceleração da expansão do Universo com o SimECosmo,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0143,0032.html
Discretização: Uma discussão analisando o oscilador harmônico simples,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0077,0033.html
Do que depende a constante elástica de uma mola?,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0165,0034.html
Não localidade em Teoria de Campos e aplicações,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0166,0035.html
Uma Visão da Ciência das Redes sobre o Instituto Nacional de Ciência e Tecnologia em Informação Quântica (INCT-IQ),artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0189,0036.html
O Escurecimento de limbo via modelagem de trânsitos e inferência bayesiana,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0170,0037.html
O ensino do movimento retrógrado de Marte utilizando o software Stellarium e videoanálise,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0158,0038.html
Efeito da evaporação num termômetro secando,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0225,0039.html
Comparação de diferentes métodos para o cálculo de sistemas ópticos reais nos cursos de graduação,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0142,0040.html
Lançamento de uma sonda atmosférica de baixo custo,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0238,0041.html
Estudo do Universo de Friedmann partindo de conceitos Newtonianos,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0196,0042.html
Simulação de sistemas com agentes autônomos – Modelo de Sznajd como exemplo ilustrativo,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0176,0043.html
Revisitando o velho problema do trem relativístico que entra (ou não) em uma garagem,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0162,0044.html
Solução de um potencial exponencial via superálgebra,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0122,0045.html
O critério de estabilidade de Rayleigh para órbitas circulares em gravitação newtoniana e relatividade geral,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0247,0046.html
Quantum Finance : um tutorial de computação quântica aplicada ao mercado financeiro,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0099,0047.html
Medida da velocidade do som através da análise dos modos acústicos ressonantes utilizando um celular,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0207,0048.html
Introduzindo aprendizado de máquina em cursos de física: o caso do rolamento no plano inclinado,artigos gerais,2022,10.1590/1806-9126-RBEF-2022-0214,0049.html
A gamificação como design instrucional,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0362,0050.html
Ensino de física em tempos de pandemia: Instrução remota e desempenho acadêmico,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0329,0051.html
O Ensino de Física à luz dos livros didáticos (Da Reforma Capanema à Lei 5692/1971),pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0287,0052.html
Motivação e eficiência em estratégias de ensino de física no nível médio,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0278,0053.html
Da Lei de Titius-Bode ao embate entre a Matéria Escura e a Dinâmica de Newton Modificada: uma trajetória epistemológica pela Astronomia,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0382,0054.html
Modelo teórico para levantamento e organização de subsunçores no âmbito da Aprendizagem Significativa,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0339,0055.html
Uma abordagem contextualizada da física no curso de engenharia ambiental e sanitária,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0335,0056.html
A câmara de nuvens como estratégia pedagógica para o ensino de raios cósmicos,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2021-0397,0057.html
Determinação da velocidade das ondas extensionais em hastes metálicas delgadas,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0076,0058.html
Just-in-Time Teaching para o Ensino de Física e Ciências: uma Revisão Sistemática da Literatura,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0075,0059.html
Análise de uma abordagem histórica e conceitual para a gravitação universal: sentidos produzidos por estudantes em um curso de licenciatura,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0126,0060.html
As “piores” questões de Física do ENEM: Uma análise psicométrica das edições de 2009 a 2019,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0140,0061.html
A questão dos modelos no ensino de Mecânica Quântica: a equação de Schrödinger para partículas de spin semi-inteiro,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0109,0062.html
Modelo padrão: uma análise dos Livros Didáticos do PNLD para identificar conceitos relacionados a Física de Partículas Elementares,pesquisa em ensino de física,2022,10.1590/1806-9126-RBEF-2022-0153,0063.html
A contrastação empírica de um modelo teórico sobre o movimento de corpos com massa variável como uma forma de promover discussões epistemológicas em aulas de Física,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0185,0064.html
"Experimentos portáteis para aula sobre indução eletromagnética, geradores e motores",produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0388,0065.html
Concepções de Dualidade Onda-Partícula: Uma proposta didática construída a partir de trechos de fontes primárias da Teoria Quântica,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0270,0066.html
Animações de conceitos da teoria de erros usando Manim/Python,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0239,0067.html
Uso do BBC micro: bit como acelerômetro em atividades experimentais para o ensino de física,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0240,0068.html
Aspectos do Sol observados em diferentes faixas espectrais,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0405,0069.html
Potência e força eletromotriz em um gerador didático de corrente alternada,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0379,0070.html
Levantamento de recursos e uma avaliação atual do Ensino de Astrofísica Estelar,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0226,0071.html
"Diferentes proposições do princípio da incerteza para posição e momentum: integrando formalismo matemático, fenomenologia e interpretações no ensino da teoria quântica",produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0298,0072.html
Análise de um circuito de corrente constante através dos conceitos da eletrostática,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0383,0073.html
"O transformador: teoria, construção e análise do rendimento",produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0413,0074.html
Desenvolvimento de um experimento controlado remotamente e um simulador tridimensional para demonstrar a lei do inverso do quadrado,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0400,0075.html
pyPEN: uma interface gráfica user-friendly para simulação Monte Carlo em física médica,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0006,0076.html
Construção de um dispositivo para obtenção da impedância elétrica de sistemas utilizando Arduinos,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0323,0077.html
Desenvolvimento e utilização de um aplicativo móvel brasileiro para videoanálise: “Videoanalisando”,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0058,0078.html
Uma Bobina de Tesla de alta potência para o ensino de física,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0059,0079.html
Stellector: um explorador do céu noturno guiado por laser para o ensino de astronomia,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0034,0080.html
Levantamento de Recursos Didáticos para o ensino e aprendizagem de Cosmologia,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0184,0081.html
Experimento de baixo custo para o ensino de física óptica: o caso da Lei de Malus,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0423,0082.html
Aerodinâmica de autos para o ensino médio na abordagem dos Três Momentos Pedagógicos,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2021-0437,0083.html
Experimentos Portáteis para o Aprendizagem das Leis da Óptica Geométrica com Metodologia ISLE,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0084,0084.html
Desenvolvimento de um experimento didático operável remotamente para o ensino de termometria: um método para a determinação do coeficiente de dilatação linear do cobre baseado em efeito Joule,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0125,0085.html
Maquete para o ensino do imageamento da superfície da Terra por satélites de observação,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0136,0086.html
Música: um estudo físico matemático sobre o som através da série de Fourier e do núcleo de Fejér com o uso de ferramentas espectrais,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0175,0087.html
"Uma reconstrução didática da apresentação original do Teorema de Bell: Sobre o Paradoxo de Einstein, Podolsky e Rosen",produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0116,0088.html
Visualização dos campos elétrico e magnético em guias de ondas retangulares,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0139,0089.html
Velocidade instantânea: uma proposta de ensino inspirada em Galileu,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0203,0090.html
Espalhamento de luz e o Efeito Tyndall: um laboratório instrucional a nível de graduação,produtos e materiais didáticos,2022,10.1590/1806-9126-RBEF-2022-0268,0091.html
Da comunicação à informação: quando a prática se sobrepõe à teoria,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2021-0286,0092.html
A teoria mesônica e os jovens físicos brasileiros: a organização da física de partículas como campo de pesquisas (1944-1951),história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0043,0093.html
Efeito Faraday: entre a atividade óptica natural e a teoria dos elétrons,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2021-0395,0094.html
As investigações sobre radioatividade ambiental realizadas em Guarapari pelo padre jesuíta Francisco Xavier Roser (1956–1967),história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2021-0435,0095.html
A teoria lunar de Ptolomeu e a determinação da posição da Lua e sua distância à Terra,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0092,0096.html
Entre considerações físicas e geométricas: um estudo sobre as hipóteses astronômicas na primeira parte da obra Astronomia Nova de Johannes Kepler,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0048,0097.html
Ciência e reparação: 100 anos das Contribuições de Lise Meitner para o Efeito Auger,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0103,0098.html
Gleb Wataghin e a pesquisa sobre os chuveiros penetrantes de raios cósmicos em São Paulo (1939–1949),história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0151,0099.html
"Os 10 anos da detecção do bóson de Higgs: Passado, Presente e Futuro",história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0251,0100.html
A viagem de Fermi ao Brasil em 1934 e suas entrevistas e conferências,história da física e ciências afins,2022,10.1590/1806-9126-RBEF-2022-0204,0101.html
A analogia entre ondas eletromagnéticas e elastodinâmica linear,notas e discussõoes,2022,10.1590/1806-9126-RBEF-2022-0051,0102.html
Licenciatura em Física com Ênfases: uma opção no Contexto da BNCC,notas e discussões,2022,10.1590/1806-9126-RBEF-2022-0071,0103.html
"Resenha – O fim das certezas – tempo, caos e as leis da natureza de Ilya Prigogine",resenhas de livros,2022,10.1590/1806-9126-RBEF-2022-0013,0104.html
Representatividade feminina em 40 anos da Revista Brasileira de Ensino de Física,cartas ao editor,2021,10.1590/1806-9126-RBEF-2021-0105,0105.html
O Radiômetro de Crookes é um cata-luz,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0357,0106.html
Rotações Aleatórias,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0291,0107.html
As transformações conformes como auxílio às resoluções dos problemas de física,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0354,0108.html
Teoria de Grupos e o Papel das Simetrias em Física,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0338,0109.html
Potência de Larmor de uma partícula carregada submetida a um campo elétrico gerado por dois discos dielétricos homogeneamente carregados,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0412,0110.html
O princípio da equivalência envolvendo cargas elétricas: a contribuição de Rohrlich para a discussão desseclássico problema,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0156,0111.html
Evolução temporal da função de distribuição de sistemas unidimensionais,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0351,0112.html
"Lei da reflexão, lei de Snell e efeito Goos-Hänchen: abordagem via modelo corpuscular da luz",artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0350,0113.html
Investigação experimental da lei de Stokes em discos: uma abordagem de baixo custo por vídeo-análise de oscilações amortecidas,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0498,0114.html
A descontinuidade do campo elétrico em uma distribuição superficial e esférica de cargas: um invariante topológico,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0467,0115.html
Queda livre de duas massas acopladas por uma mola em um campo gravitacional uniforme,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0421,0116.html
Sobre a Dedução do Axioma de Carathéodory da Segunda Lei da Termodinâmica dos Princípios de Clausius e Kelvin,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0448,0117.html
Sobre a necessidade do conceito de fóton,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0011,0118.html
O problema Fermi-Pasta-Ulam-Tsingou: Equiparticão de energia vista através de simulações computacionais,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0501,0119.html
Elaboração e avaliação da disciplina remota de Física 1 na UFRJ durante a pandemia de Covid-19 em 2020,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0518,0120.html
Confinamento de uma partícula carregada submetida a um campo magnético oscilante em um plano (xy) e uniforme na direção perpendicular (z),artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0003,0121.html
Modelos do gelo e transições de fase,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0475,0122.html
Computação Quântica Adiabática: Do Teorema Adiabático ao Computador da D-Wave,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0049,0123.html
Excitação de um condensado de Bose-Einstein: Um Experimento Pedagógico para transferência entre estados quânticos,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0507,0124.html
Um modelo teórico para o cálculo do raio do próton,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0025,0125.html
Investigando a Dinâmica do Rotor Duplo Pulsado: um laboratório dinâmico para sistemas caóticos discretos com espaço de fase 4D,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0008,0126.html
Uma revisão dos princípios de funcionamento de células solares orgânicas,articles,2021,10.1590/1806-9126-RBEF-2020-0519,0127.html
A importância do conceito da radiação solar na educação básica: a percepção de alunos do ensino médio sobre a temática,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0054,0128.html
Reinventando o método de Aristarco,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0062,0129.html
O Interferômetro de Mach-Zehnder e a Escolha Retardada Quântica,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0085,0130.html
A manobra assistida por gravidade abrindo as portas para o sistema solar exterior,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0077,0131.html
Circuitos Resistivos Simétricos: uma Abordagem Experimental,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0012,0132.html
E se a superfície for áspera? Um estudo sobre a influência da força de atrito em colisões inelásticas através de videoanálise,artigos gerais,2021,10.1590/1806-9126-RBEF-2020-0528,0133.html
A numerical procedure to solve Poisson’s equation in spherical coordinates,articles,2021,10.1590/1806-9126-RBEF-2021-0019,0134.html
O paradoxo da função de partição,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0100,0135.html
Mecânica Quântica 120 anos: Uma abordagem a partir da medida e de simetrias,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0076,0136.html
Computação quântica: uma abordagem para a graduação usando o Qiskit,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0033,0137.html
O isomorfismo inesperado entre um sistema de bilhar e um algoritmo quântico,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0088,0138.html
Sobre ondas gravitacionais planas não-lineares,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0122,0139.html
Uso de amplificadores sensíveis à fase para medidas de precisão: obtenção da constante de Faraday com campo magnético alternado ou estático,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0198,0140.html
Um estudo didático da dinâmica de spins,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0099,0141.html
Demonstração e análise da interferência acústica utilizando um “tubo de Quincke” e a plataforma Arduino,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0191,0142.html
A Física de um Desinfector com Radiação UV–C,articles,2021,10.1590/1806-9126-RBEF-2021-0217,0143.html
Entropia de emaranhamento de duas partículas carregadas e sem spin em uma armadilha de Penning,articles,2021,10.1590/1806-9126-RBEF-2021-0123,0144.html
Propagação de ondas aplicadas ao mapeamento geológico: formulação acústica,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0204,0145.html
Determinação do módulo de elasticidade de Young por meio de um smartphone,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0194,0146.html
O problema do potencial eletrostático para condições de contorno de uma caixa como ferramenta de aprendizado de Eletromagnetismo em um curso de graduação em Física,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0073,0147.html
Campos clássicos no plano nulo,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0200,0148.html
Modelo de Kirkwood para fluidos polares puros constituídos de moléculas com polarizabilidades desprezíveis,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0219,0149.html
Equação de Klein-Gordon-Fock para uma partícula sob efeito de campo magnético clássico em coordenadasda frente de luz,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0172,0150.html
Desenvolvimento de um sismógrafo empregando sensores piezoelétricos em plataforma Arduino,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0267,0151.html
Uma análise das regiões de confinamento caóticas descritas por uma partícula carregada submetida ao campo magnético de um dipolo,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0266,0152.html
Deduzindo a Equação de Schrodinger Através da Analogia Óptico-Mecânica de Hamilton,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0208,0153.html
Propagação de ondas em meios anisotrópicos aplicadas ao mapeamento de estruturas,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0259,0154.html
Medindo a massa inercial usando uma balança romana,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0253,0155.html
Modelo de Kirkwood-Fröhlich para fluidos polares puros,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0256,0156.html
Previsões incertas,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0305,0157.html
Processos de difusão de partículas da mesma natureza em dois estados de energia diferentes,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0307,0158.html
Fator de compressibilidade de um fluido bidimensional,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0225,0159.html
Medindo a atividade cromosférica a partir dos espectros estelares,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0052,0160.html
Análise de uma corrida de 100 metros rasos,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0265,0161.html
Método de Faddeev-Jackiw na mecânica clássica,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0273,0162.html
Moldando a luz: a física por trás dos feixes ópticos,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0327,0163.html
Índices de refração não convencionais – uma breve introdução à simetria PT,artigos gerais,2021,10.1590/1806-9126-RBEF-2021-0107,0164.html
Um panorama sobre as licenciaturas em Física do Brasil: Análise descritiva dos Microdados do Censo da Educação Superior do INEP,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2020-0376,0165.html
Análise de uma experiência híbrida no ensino de Física 1,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2020-0315,0166.html
Movimento Vertical de Minifoguetes: Equações de Trajetórias e Análises Gráficas,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2020-0479,0167.html
Metodologia do design educacional no desenvolvimento de sequências de ensino e aprendizagem no ensino de física,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2020-0443,0168.html
Espectroscopia de fotoelétrons por Raios X:Conceitos físicos e os processos experimentais,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0006,0169.html
"Física Quântica na Escola Básica: investigações para a promoção de uma Aprendizagem Conceitual, Histórica e Epistemológica",pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0044,0170.html
Investigando a compreensão conceitual em física de alunos do ensino médio e o surgimento da “lacuna de gênero”,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0113,0171.html
Inovação didática no Ensino de Física: um estudo sobre a adoção do método Instrução pelos Colegas(Peer Instruction) no contexto de Mestrados Profissionais em Ensino no Brasil,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0070,0172.html
Inovação didática no Ensino de Física em Nível Superior: o caso da disciplina Applied Physics50 da Universidade de Harvard,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0222,0173.html
A Astronomia em currículos da formação inicial de professores de Física: uma análise diagnóstica,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0173,0174.html
"Análise de temas, teorias e métodos em dissertações e produtos educacionais no MNPEF",pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0322,0175.html
Ensino de astronomia: uma abordagem didática a partir da Teoria da Relatividade Geral,pesquisa em ensino de física,2021,10.1590/1806-9126-RBEF-2021-0157,0176.html
Experimento de baixo custo para medição da dissipação da energia em um pêndulo,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0360,0177.html
Utilizando uma balança digital de baixo custo como densímetro e sua aplicação a sólidos e líquidos,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0364,0178.html
"Obtenção de nanopartículas magnéticas utilizando materiais do cotidiano: síntese, caracterização e abordagem didática para o ensino médio",produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0374,0179.html
"Simulação do Efeito Estufa, da intensificação do Efeito Estufa pela presença de CO 2 e do impacto da mudança da cobertura da Terra na temperatura média do meio utilizando o Arduino",produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0355,0180.html
Construção de um luxímetro digital utilizando plataforma Arduino para uso em laboratórios didáticos,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0502,0181.html
Uso do Módulo Python Uncertainties no cálculo de incertezas experimentais da diferença de potencial e corrente elétrica de um protótipo experimental,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0415,0182.html
Movimento de imãs ao deslizar sobre um plano inclinado de alumínio,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2021-0014,0183.html
Fotografando com uma câmera de pixel único,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2021-0043,0184.html
Processo de desenvolvimento de simulações virtuais de experimentos históricos para o Ensino de Física,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2021-0016,0185.html
Efeito fotoelétrico: desenvolvimento de um experimento quantitativo,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2021-0146,0186.html
Geometria solar na escola: uma prática com cartas solares,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2020-0520,0187.html
Maleta Didática – Máquina de corrente contínua no ensino do eletromagnetismo para o nível médio,produtos e materiais didáticos,2021,10.1590/1806-9126-RBEF-2021-0156,0188.html
